"","Gender","Location","Age","ss","sj","st","sd","so"
"1517","F","A","L",55,40,45,76,49
"1518","F","A","L",24,44,76,42,53
"1519","F","A","L",42,45,58,73,54
"1520","F","A","L",3,67,97,23,48
"1521","F","A","L",31,69,69,12,27
"1522","F","A","L",25,31,75,7,58
"1523","F","A","L",33,45,67,55,62
"1524","F","A","L",70,74,30,47,60
"1525","F","A","L",37,33,63,79,54
"1526","F","A","L",74,61,26,6,56
"1527","F","A","L",25,39,75,6,62
"1528","F","A","L",12,66,88,9,58
"1529","F","A","L",86,69,14,21,34
"1530","F","A","L",51,33,49,40,39
"1531","F","A","L",65,40,35,78,59
"1532","F","A","L",55,79,45,44,64
"1533","F","A","L",89,44,11,55,56
"1534","F","A","L",50,63,50,61,58
"1535","F","A","L",23,45,77,20,27
"1536","F","A","L",12,46,88,26,35
"1537","F","A","L",44,64,56,72,66
"1538","F","A","L",20,44,80,5,53
"1539","F","A","L",94,75,6,76,26
"1540","F","A","L",94,70,6,29,49
"1541","F","A","L",61,31,39,25,42
"1542","F","A","L",82,45,18,78,44
"1543","F","A","L",25,35,75,20,37
"1544","F","A","L",78,35,22,72,50
"1545","F","A","L",6,67,94,54,43
"1546","F","A","L",5,67,95,5,48
"1547","F","A","L",26,31,74,48,45
"1548","F","A","L",100,31,0,3,40
"1549","F","A","L",97,35,3,75,31
"1550","F","A","L",24,46,76,7,62
"1551","F","A","L",24,65,76,75,50
"1552","F","A","L",93,52,7,59,48
"1553","F","A","L",17,49,83,49,43
"1554","F","A","L",16,56,84,45,46
"1555","F","A","L",38,74,62,50,56
"1556","F","A","L",46,61,54,15,69
"1557","F","A","L",99,31,1,57,39
"1558","F","A","L",40,55,60,66,57
"1559","F","A","L",68,55,32,76,54
"1560","F","A","L",29,60,71,29,38
"1561","F","A","L",15,43,85,39,48
"1562","F","A","L",18,52,82,71,40
"1563","F","A","L",91,49,9,17,53
"1564","F","A","L",24,60,76,55,50
"1565","F","A","L",68,80,32,41,52
"1566","F","A","L",6,60,94,46,50
"1567","F","A","L",79,78,21,32,36
"1568","F","A","L",81,33,19,60,46
"1569","F","A","L",42,45,58,6,46
"1570","F","A","L",14,65,86,59,46
"1571","F","A","L",51,71,49,55,42
"1572","F","A","L",60,35,40,41,53
"1573","F","A","L",10,49,90,25,46
"1574","F","A","L",27,76,73,79,44
"1575","F","A","L",25,56,75,20,43
"1576","F","A","L",83,40,17,14,55
"1577","F","A","L",33,33,67,50,66
"1578","F","A","L",74,56,26,28,46
"1579","F","A","L",86,62,14,1,45
"1580","F","A","L",66,41,34,3,44
"1581","F","A","L",91,58,9,5,44
"1582","F","A","L",80,33,20,15,58
"1583","F","A","L",78,31,22,25,50
"1584","F","A","L",95,64,5,32,52
"1585","F","A","L",51,39,49,77,40
"1586","F","A","L",83,77,17,65,51
"1587","F","A","L",48,70,52,79,34
"1588","F","A","L",34,72,66,14,42
"1589","F","A","L",88,40,12,18,44
"1590","F","A","L",28,66,72,19,54
"1591","F","A","L",45,55,55,10,40
"1592","F","A","L",29,78,71,51,46
"1593","F","A","L",46,64,54,2,48
"1594","F","A","L",40,56,60,25,48
"1595","F","A","L",83,72,17,51,46
"1596","F","A","L",62,36,38,47,50
"1597","F","A","L",56,75,44,60,52
"1598","F","A","L",79,47,21,27,44
"1599","F","A","L",64,78,36,14,49
"1600","F","A","L",75,57,25,71,40
"1601","F","A","L",48,50,52,12,33
"1602","F","A","L",36,50,64,58,44
"1603","F","A","L",1,57,99,16,48
"1604","F","A","L",53,59,47,24,40
"1605","F","A","L",20,79,80,66,47
"1606","F","A","L",35,58,65,6,45
"1607","F","A","L",10,51,90,30,46
"1608","F","A","L",16,77,84,67,43
"1609","F","A","L",19,49,81,32,33
"1610","F","A","L",35,51,65,0,32
"1611","F","A","L",97,42,3,7,64
"1612","F","A","L",46,50,54,19,45
"1613","F","A","L",16,58,84,48,48
"1614","F","A","L",42,43,58,48,39
"1615","F","A","L",50,60,50,77,48
"1616","F","A","L",14,30,86,60,43
"1617","F","A","L",31,55,69,76,40
"1618","F","A","L",8,56,92,7,26
"1619","F","A","L",25,75,75,35,38
"1620","F","A","L",53,49,47,44,48
"1621","F","A","L",90,60,10,18,34
"1622","F","A","L",55,54,45,65,46
"1623","F","A","L",56,72,44,61,65
"1624","F","A","L",24,59,76,62,60
"1625","F","A","L",92,54,8,31,55
"1626","F","A","L",60,55,40,31,45
"1627","F","A","L",2,59,98,0,36
"1628","F","A","L",17,37,83,62,63
"1629","F","A","L",38,69,62,19,36
"1630","F","A","L",20,58,80,20,44
"1631","F","A","L",47,79,53,49,55
"1632","F","A","L",14,73,86,79,64
"1633","F","A","L",2,76,98,3,64
"1634","F","A","L",31,63,69,31,61
"1635","F","A","L",38,34,62,28,45
"1636","F","A","L",0,68,100,19,37
"1637","F","A","L",19,53,81,66,40
"1638","F","A","L",14,40,86,34,35
"1639","F","A","L",4,68,96,0,46
"1640","F","A","L",48,38,52,19,39
"1641","F","A","L",84,78,16,8,51
"1642","F","A","L",80,38,20,2,52
"1643","F","A","L",73,35,27,28,40
"1644","F","A","L",14,69,86,5,58
"1645","F","A","L",67,75,33,16,37
"1646","F","A","L",62,55,38,59,31
"1647","F","A","L",85,72,15,1,42
"1648","F","A","L",95,56,5,74,46
"1649","F","A","L",21,77,79,66,63
"1650","F","A","L",72,38,28,36,62
"1651","F","A","L",84,58,16,22,40
"1652","F","A","L",79,60,21,32,59
"1653","F","A","L",13,39,87,50,42
"1654","F","A","L",84,72,16,58,56
"1655","F","A","L",47,32,53,26,55
"1656","F","A","L",70,34,30,3,50
"1657","F","A","L",5,78,95,58,40
"1658","F","A","L",84,35,16,17,32
"1659","F","A","L",88,42,12,79,34
"1660","F","A","L",39,54,61,12,42
"1661","F","A","L",20,68,80,9,53
"1662","F","A","L",27,47,73,28,51
"1663","F","A","L",64,33,36,0,54
"1664","F","A","L",81,43,19,78,51
"1665","F","A","L",49,32,51,25,44
"1666","F","A","L",23,44,77,43,39
"1667","F","A","L",6,56,94,40,42
"1668","F","A","L",9,65,91,16,37
"1669","F","A","L",89,38,11,20,42
"1670","F","A","L",88,59,12,60,33
"1671","F","A","L",39,66,61,28,42
"1672","F","A","L",68,52,32,18,48
"1673","F","A","L",49,71,51,56,35
"1674","F","A","L",76,67,24,15,54
"1675","F","A","L",21,72,79,79,54
"1676","F","A","L",51,73,49,39,46
"1677","F","A","L",45,68,55,68,49
"1678","F","A","L",48,76,52,78,36
"1679","F","A","L",65,43,35,50,47
"1680","F","A","L",83,32,17,72,48
"1681","F","A","L",84,61,16,0,57
"1682","F","A","L",98,33,2,50,38
"1683","F","A","L",47,53,53,27,35
"1684","F","A","L",94,66,6,15,64
"1685","F","A","L",85,71,15,7,54
"1686","F","A","L",11,48,89,36,44
"1687","F","A","L",9,64,91,37,60
"1688","F","A","L",94,63,6,1,52
"1689","F","A","L",92,57,8,29,48
"1690","F","A","L",18,79,82,73,58
"1691","F","A","L",89,64,11,16,56
"1692","F","A","L",30,55,70,34,48
"1693","F","A","L",85,30,15,46,30
"1694","F","A","L",1,59,99,39,47
"1695","F","A","L",74,73,26,69,42
"1696","F","A","L",96,70,4,65,47
"1697","F","A","L",17,57,83,13,45
"1698","F","A","L",86,66,14,53,64
"1699","F","A","L",92,49,8,58,42
"1700","F","A","L",64,60,36,43,34
"1701","F","A","L",21,56,79,64,59
"1702","F","A","L",31,33,69,11,60
"1703","F","A","L",88,70,12,71,58
"1704","F","A","L",2,73,98,41,46
"1705","F","A","L",49,31,51,18,56
"1706","F","A","L",13,63,87,9,52
"1707","F","A","L",7,50,93,61,44
"1708","F","A","L",23,60,77,18,44
"1709","F","A","L",21,41,79,43,52
"1710","F","A","L",52,63,48,32,66
"1711","F","A","L",89,46,11,11,32
"1712","F","A","L",60,72,40,73,40
"1713","F","A","L",86,46,14,48,33
"1714","F","A","L",66,50,34,29,64
"1715","F","A","L",63,74,37,16,60
"1716","F","A","L",40,64,60,47,50
"1717","F","A","L",80,68,20,59,52
"1718","F","A","L",9,63,91,64,58
"1719","F","A","L",63,36,37,1,50
"1720","F","A","L",58,51,42,11,44
"1721","F","A","L",2,75,98,27,44
"1722","F","A","L",39,62,61,11,34
"1723","F","A","L",80,42,20,49,56
"1724","F","A","L",47,61,53,26,42
"1725","F","A","L",65,43,35,67,66
"1726","F","A","L",64,36,36,65,40
"1727","F","A","L",16,65,84,64,58
"1728","F","A","L",15,64,85,69,54
"1729","F","A","L",71,61,29,61,47
"1730","F","A","L",66,48,34,66,58
"1731","F","A","L",66,50,34,17,32
"1732","F","A","L",48,31,52,28,47
"1733","F","A","L",68,77,32,1,55
"1734","F","A","L",16,40,84,10,43
"1735","F","A","L",70,40,30,23,33
"1736","F","A","L",53,42,47,39,54
"1737","F","A","L",26,52,74,54,57
"1738","F","A","L",55,44,45,33,56
"1739","F","A","L",20,53,80,5,36
"1740","F","A","L",49,54,51,1,36
"1741","F","A","L",48,77,52,46,25
"1742","F","A","L",77,50,23,71,54
"1743","F","A","L",36,34,64,34,30
"1744","F","A","L",36,51,64,61,39
"1745","F","A","L",86,49,14,49,38
"1746","F","A","L",29,38,71,54,54
"1747","F","A","L",63,46,37,20,45
"1748","F","A","L",21,39,79,57,39
"1749","F","A","L",35,70,65,72,45
"1750","F","A","L",62,65,38,68,44
"1751","F","A","O",21,64,79,97,72
"1752","F","A","O",85,92,15,71,66
"1753","F","A","O",74,100,26,61,44
"1754","F","A","O",29,87,71,81,53
"1755","F","A","O",95,66,5,81,68
"1756","F","A","O",6,91,94,83,50
"1757","F","A","O",90,84,10,82,64
"1758","F","A","O",31,94,69,67,63
"1759","F","A","O",13,76,87,92,50
"1760","F","A","O",15,62,85,100,45
"1761","F","A","O",90,80,10,65,45
"1762","F","A","O",94,77,6,86,67
"1763","F","A","O",88,96,12,73,49
"1764","F","A","O",18,66,82,74,58
"1765","F","A","O",66,95,34,78,70
"1766","F","A","O",47,80,53,82,65
"1767","F","A","O",92,79,8,62,69
"1768","F","A","O",89,98,11,95,54
"1769","F","A","O",98,92,2,88,58
"1770","F","A","O",82,95,18,78,53
"1771","F","A","O",56,71,44,89,48
"1772","F","A","O",97,74,3,98,65
"1773","F","A","O",78,72,22,83,49
"1774","F","A","O",60,69,40,98,65
"1775","F","A","O",63,99,37,97,58
"1776","F","A","O",40,96,60,61,48
"1777","F","A","O",49,93,51,93,64
"1778","F","A","O",55,89,45,74,65
"1779","F","A","O",86,78,14,87,60
"1780","F","A","O",56,73,44,71,64
"1781","F","A","O",97,73,3,62,46
"1782","F","A","O",81,78,19,99,53
"1783","F","A","O",22,93,78,73,48
"1784","F","A","O",99,82,1,84,47
"1785","F","A","O",87,73,13,99,50
"1786","F","A","O",26,84,74,73,72
"1787","F","A","O",75,74,25,70,52
"1788","F","A","O",48,85,52,86,58
"1789","F","A","O",66,84,34,70,58
"1790","F","A","O",49,86,51,63,60
"1791","F","A","O",50,72,50,78,50
"1792","F","A","O",99,89,1,62,58
"1793","F","A","O",57,97,43,93,65
"1794","F","A","O",80,78,20,69,52
"1795","F","A","O",23,75,77,92,55
"1796","F","A","O",58,60,42,85,56
"1797","F","A","O",28,68,72,71,42
"1798","F","A","O",7,91,93,76,55
"1799","F","A","O",33,87,67,76,47
"1800","F","A","O",27,78,73,78,58
"1801","F","A","O",27,77,73,81,62
"1802","F","A","O",54,93,46,80,55
"1803","F","A","O",58,76,42,92,67
"1804","F","A","O",48,96,52,63,62
"1805","F","A","O",25,75,75,100,64
"1806","F","A","O",51,82,49,80,62
"1807","F","A","O",72,74,28,86,64
"1808","F","A","O",18,89,82,87,60
"1809","F","A","O",17,71,83,82,67
"1810","F","A","O",59,68,41,86,73
"1811","F","A","O",34,91,66,61,56
"1812","F","A","O",10,93,90,66,46
"1813","F","A","O",28,90,72,76,58
"1814","F","A","O",34,78,66,66,56
"1815","F","A","O",9,82,91,89,54
"1816","F","A","O",6,82,94,86,47
"1817","F","A","O",59,96,41,90,67
"1818","F","A","O",53,89,47,72,53
"1819","F","A","O",98,75,2,69,66
"1820","F","A","O",13,64,87,75,53
"1821","F","A","O",63,91,37,73,49
"1822","F","A","O",44,81,56,99,51
"1823","F","A","O",43,88,57,84,68
"1824","F","A","O",20,69,80,76,57
"1825","F","A","O",9,93,91,91,63
"1826","F","A","O",97,78,3,88,63
"1827","F","A","O",66,75,34,61,60
"1828","F","A","O",89,77,11,68,60
"1829","F","A","O",83,93,17,63,49
"1830","F","A","O",9,61,91,93,51
"1831","F","A","O",50,71,50,69,62
"1832","F","A","O",21,64,79,61,68
"1833","F","A","O",65,89,35,67,60
"1834","F","A","O",69,64,31,78,54
"1835","F","A","O",94,100,6,65,63
"1836","F","A","O",53,73,47,92,62
"1837","F","A","O",74,79,26,91,59
"1838","F","A","O",45,88,55,66,58
"1839","F","A","O",55,95,45,80,54
"1840","F","A","O",87,81,13,70,49
"1841","F","A","O",27,76,73,67,49
"1842","F","A","O",29,81,71,67,54
"1843","F","A","O",40,75,60,86,67
"1844","F","A","O",71,96,29,77,56
"1845","F","A","O",64,80,36,68,67
"1846","F","A","O",21,74,79,64,43
"1847","F","A","O",59,71,41,85,64
"1848","F","A","O",96,62,4,62,47
"1849","F","A","O",83,91,17,85,46
"1850","F","A","O",39,72,61,76,62
"1851","F","A","O",17,91,83,60,71
"1852","F","A","O",47,61,53,92,67
"1853","F","A","O",41,89,59,84,55
"1854","F","A","O",13,63,87,92,49
"1855","F","A","O",18,74,82,82,48
"1856","F","A","O",19,97,81,63,46
"1857","F","A","O",54,86,46,72,57
"1858","F","A","O",37,82,63,87,73
"1859","F","A","O",48,64,52,92,68
"1860","F","A","O",45,82,55,76,62
"1861","F","A","O",56,74,44,82,67
"1862","F","A","O",39,72,61,78,60
"1863","F","A","O",31,89,69,74,58
"1864","F","A","O",1,82,99,100,67
"1865","F","A","O",45,82,55,89,55
"1866","F","A","O",1,85,99,95,52
"1867","F","A","O",61,99,39,84,61
"1868","F","A","O",2,82,98,72,47
"1869","F","A","O",27,87,73,69,60
"1870","F","A","O",14,68,86,89,50
"1871","F","A","O",14,93,86,71,54
"1872","F","A","O",86,77,14,90,43
"1873","F","A","O",43,76,57,84,57
"1874","F","A","O",59,65,41,98,60
"1875","F","A","O",5,91,95,62,48
"1876","F","A","O",88,74,12,89,50
"1877","F","A","O",26,62,74,68,54
"1878","F","A","O",12,75,88,85,53
"1879","F","A","O",65,84,35,74,68
"1880","F","A","O",25,95,75,74,50
"1881","F","A","O",26,68,74,91,62
"1882","F","A","O",98,93,2,98,57
"1883","F","A","O",22,66,78,95,68
"1884","F","A","O",77,94,23,75,68
"1885","F","A","O",9,74,91,94,57
"1886","F","A","O",73,78,27,70,59
"1887","F","A","O",60,60,40,78,55
"1888","F","A","O",58,84,42,71,59
"1889","F","A","O",44,96,56,91,52
"1890","F","A","O",57,70,43,90,58
"1891","F","A","O",69,94,31,87,52
"1892","F","A","O",77,98,23,86,58
"1893","F","A","O",59,70,41,81,47
"1894","F","A","O",70,91,30,90,47
"1895","F","A","O",68,75,32,78,55
"1896","F","A","O",60,85,40,75,66
"1897","F","A","O",56,74,44,64,44
"1898","F","A","O",11,95,89,73,58
"1899","F","A","O",95,90,5,76,59
"1900","F","A","O",26,77,74,99,62
"1901","F","A","O",56,98,44,87,65
"1902","F","A","O",41,98,59,64,41
"1903","F","A","O",52,78,48,99,52
"1904","F","A","O",1,60,99,74,46
"1905","F","A","O",24,62,76,68,52
"1906","F","A","O",8,81,92,98,48
"1907","F","A","O",57,85,43,69,58
"1908","F","A","O",12,92,88,64,55
"1909","F","A","O",91,63,9,64,52
"1910","F","A","O",39,61,61,77,55
"1911","F","A","O",24,79,76,82,59
"1912","F","A","O",39,88,61,97,60
"1913","F","A","O",57,90,43,87,61
"1914","F","A","O",33,63,67,78,66
"1915","F","A","O",62,63,38,86,50
"1916","F","A","O",37,64,63,80,42
"1917","F","A","O",16,62,84,93,46
"1918","F","A","O",31,92,69,61,67
"1919","F","A","O",85,99,15,88,55
"1920","F","A","O",74,83,26,62,54
"1921","F","A","O",94,92,6,84,51
"1922","F","A","O",79,60,21,73,55
"1923","F","A","O",41,87,59,68,52
"1924","F","A","O",90,76,10,73,52
"1925","F","A","O",24,96,76,80,61
"1926","F","A","O",58,65,42,66,54
"1927","F","A","O",70,74,30,68,72
"1928","F","A","O",4,88,96,87,50
"1929","F","A","O",85,68,15,67,63
"1930","F","A","O",60,79,40,92,48
"1931","F","A","O",32,100,68,61,66
"1932","F","A","O",84,82,16,87,50
"1933","F","A","O",99,90,1,91,66
"1934","F","A","O",95,96,5,74,62
"1935","F","A","O",99,78,1,89,56
"1936","F","A","O",16,80,84,83,43
"1937","F","A","O",53,72,47,64,63
"1938","F","A","O",29,97,71,76,72
"1939","F","A","O",59,75,41,78,71
"1940","F","A","O",85,99,15,76,51
"1941","F","A","O",84,62,16,87,57
"1942","F","A","O",63,80,37,63,63
"1943","F","A","O",57,96,43,67,75
"1944","F","A","O",52,73,48,75,68
"1945","F","A","O",79,92,21,98,56
"1946","F","A","O",47,89,53,93,46
"1947","F","A","O",7,81,93,78,67
"1948","F","A","O",10,89,90,98,64
"1949","F","A","O",8,88,92,70,64
"1950","F","A","O",61,69,39,69,59
"1951","F","A","O",67,74,33,80,52
"1952","F","A","O",93,86,7,81,59
"1953","F","A","O",17,83,83,80,58
"1954","F","A","O",51,95,49,98,47
"1955","F","A","O",7,73,93,73,72
"1956","F","A","O",59,97,41,68,62
"1957","F","A","O",13,79,87,90,56
"1958","F","A","O",11,75,89,93,57
"1959","F","A","O",33,81,67,79,71
"1960","F","A","O",70,84,30,75,58
"1961","F","A","O",41,60,59,95,52
"1962","F","A","O",45,67,55,69,58
"1963","F","A","O",75,70,25,94,72
"1964","F","A","O",14,95,86,70,51
"1965","F","A","O",53,92,47,86,50
"1966","F","A","O",50,81,50,93,47
"1967","F","A","O",84,99,16,65,65
"1968","F","A","O",1,86,99,77,72
"1969","F","A","O",9,70,91,89,54
"1970","F","A","O",44,81,56,88,61
"1971","F","A","O",93,92,7,93,53
"1972","F","A","O",14,64,86,72,47
"1973","F","A","O",65,93,35,78,57
"1974","F","A","O",22,87,78,61,47
"1975","F","A","O",69,88,31,71,42
"1976","F","A","O",25,93,75,75,54
"1977","F","A","O",45,86,55,64,66
"1978","F","A","O",77,80,23,86,43
"1979","F","A","O",89,86,11,87,51
"1980","F","A","O",21,78,79,79,44
"1981","F","A","O",51,82,49,82,55
"1982","F","A","O",92,87,8,62,63
"1983","F","A","O",55,98,45,99,55
"1984","F","A","O",51,69,49,77,42
"1985","F","A","O",68,69,32,97,44
"1986","F","A","O",87,82,13,73,56
"1987","F","A","O",56,85,44,91,62
"1988","F","A","O",57,97,43,90,62
"1989","F","A","O",35,92,65,95,52
"1990","F","A","O",5,93,95,100,50
"1991","F","A","O",89,64,11,64,62
"1992","F","A","O",38,74,62,78,64
"1993","F","A","O",86,82,14,89,50
"1994","F","A","O",16,76,84,86,45
"1995","F","A","O",71,82,29,69,47
"1996","F","A","O",93,74,7,97,55
"1997","F","A","O",25,69,75,77,59
"1998","F","A","O",59,80,41,73,68
"1999","F","A","O",67,82,33,93,55
"2000","F","A","O",5,81,95,81,48
"2001","M","B","T",11,59,85,12,51
"2002","M","B","T",42,32,15,60,30
"2003","M","B","T",25,39,48,71,38
"2004","M","B","T",64,33,39,37,45
"2005","M","B","T",4,32,75,40,37
"2006","M","B","T",91,49,93,19,77
"2007","M","B","T",67,57,73,13,65
"2008","M","B","T",60,42,87,74,63
"2009","M","B","T",22,41,30,27,31
"2010","M","B","T",4,30,25,51,20
"2011","M","B","T",31,30,96,49,52
"2012","M","B","T",24,36,64,33,41
"2013","M","B","T",83,35,62,34,60
"2014","M","B","T",43,50,0,18,31
"2015","M","B","T",96,46,28,78,57
"2016","M","B","T",72,35,75,66,61
"2017","M","B","T",60,31,79,58,57
"2018","M","B","T",54,32,65,39,50
"2019","M","B","T",15,31,71,58,39
"2020","M","B","T",93,33,62,63,63
"2021","M","B","T",8,32,19,60,20
"2022","M","B","T",77,70,12,5,53
"2023","M","B","T",10,54,60,15,41
"2024","M","B","T",55,36,50,32,47
"2025","M","B","T",23,40,84,28,49
"2026","M","B","T",37,62,46,10,48
"2027","M","B","T",96,31,75,56,67
"2028","M","B","T",89,31,8,56,43
"2029","M","B","T",54,41,53,27,49
"2030","M","B","T",22,32,47,61,34
"2031","M","B","T",56,39,67,29,54
"2032","M","B","T",31,34,35,64,34
"2033","M","B","T",50,65,3,8,39
"2034","M","B","T",94,34,78,64,69
"2035","M","B","T",5,35,78,66,40
"2036","M","B","T",20,33,13,62,22
"2037","M","B","T",39,62,79,10,60
"2038","M","B","T",19,30,68,50,39
"2039","M","B","T",29,42,66,26,45
"2040","M","B","T",61,53,92,16,68
"2041","M","B","T",41,47,4,21,31
"2042","M","B","T",100,36,85,32,73
"2043","M","B","T",59,40,52,72,51
"2044","M","B","T",77,31,63,43,57
"2045","M","B","T",64,30,73,54,56
"2046","M","B","T",44,41,37,27,41
"2047","M","B","T",11,59,62,12,44
"2048","M","B","T",20,36,11,33,22
"2049","M","B","T",30,30,40,47,33
"2050","M","B","T",21,31,31,57,28
"2051","M","B","T",62,39,79,71,60
"2052","M","B","T",98,32,44,59,58
"2053","M","B","T",33,45,11,77,30
"2054","M","B","T",70,30,36,54,45
"2055","M","B","T",28,44,87,24,53
"2056","M","B","T",91,35,34,66,53
"2057","M","B","T",44,32,22,60,33
"2058","M","B","T",21,36,45,32,34
"2059","M","B","T",63,42,73,25,59
"2060","M","B","T",19,76,50,2,48
"2061","M","B","T",34,30,6,48,24
"2062","M","B","T",56,33,96,63,62
"2063","M","B","T",76,74,69,3,72
"2064","M","B","T",53,30,28,48,37
"2065","M","B","T",46,40,96,72,61
"2066","M","B","T",82,37,90,69,70
"2067","M","B","T",99,47,62,79,69
"2068","M","B","T",73,80,35,0,62
"2069","M","B","T",79,52,27,17,52
"2070","M","B","T",1,31,49,56,27
"2071","M","B","T",81,32,12,61,42
"2072","M","B","T",40,36,77,32,51
"2073","M","B","T",7,30,23,51,20
"2074","M","B","T",55,31,94,44,60
"2075","M","B","T",15,42,33,26,30
"2076","M","B","T",65,44,81,24,63
"2077","M","B","T",4,36,4,32,15
"2078","M","B","T",54,74,73,3,66
"2079","M","B","T",38,30,78,48,49
"2080","M","B","T",26,44,67,24,45
"2081","M","B","T",96,33,67,63,65
"2082","M","B","T",41,30,27,54,33
"2083","M","B","T",74,44,94,76,71
"2084","M","B","T",86,53,37,16,58
"2085","M","B","T",61,30,82,46,58
"2086","M","B","T",49,62,71,10,60
"2087","M","B","T",83,31,32,58,49
"2088","M","B","T",64,34,98,36,65
"2089","M","B","T",26,49,26,19,34
"2090","M","B","T",76,32,87,61,65
"2091","M","B","T",80,32,0,39,37
"2092","M","B","T",55,41,8,27,35
"2093","M","B","T",50,30,53,54,44
"2094","M","B","T",2,30,43,46,25
"2095","M","B","T",13,30,75,47,39
"2096","M","B","T",65,40,94,28,66
"2097","M","B","T",86,36,9,67,44
"2098","M","B","T",11,42,63,26,39
"2099","M","B","T",36,30,46,54,38
"2100","M","B","T",100,41,37,73,59
"2101","M","B","T",17,36,85,33,46
"2102","M","B","T",96,30,31,47,52
"2103","M","B","T",66,31,99,42,65
"2104","M","B","T",4,32,33,41,23
"2105","M","B","T",41,50,9,18,33
"2106","M","B","T",13,46,46,78,35
"2107","M","B","T",98,42,28,26,56
"2108","M","B","T",86,30,93,45,69
"2109","M","B","T",14,78,75,1,55
"2110","M","B","T",3,40,89,28,44
"2111","M","B","T",93,40,94,28,75
"2112","M","B","T",35,47,76,21,52
"2113","M","B","T",53,34,73,65,53
"2114","M","B","T",19,36,21,32,25
"2115","M","B","T",19,45,15,77,27
"2116","M","B","T",34,38,66,30,46
"2117","M","B","T",13,31,35,56,27
"2118","M","B","T",4,42,5,74,18
"2119","M","B","T",50,32,34,40,39
"2120","M","B","T",30,67,72,7,56
"2121","M","B","T",31,62,97,10,63
"2122","M","B","T",84,30,60,55,58
"2123","M","B","T",10,44,36,76,30
"2124","M","B","T",85,45,20,77,50
"2125","M","B","T",59,56,95,14,69
"2126","M","B","T",38,31,18,56,29
"2127","M","B","T",39,30,67,47,45
"2128","M","B","T",46,37,57,69,47
"2129","M","B","T",36,78,27,1,47
"2130","M","B","T",15,33,44,62,31
"2131","M","B","T",32,36,63,32,44
"2132","M","B","T",2,30,51,52,28
"2133","M","B","T",36,36,58,67,44
"2134","M","B","T",31,34,37,65,34
"2135","M","B","T",72,32,70,59,58
"2136","M","B","T",87,34,65,36,62
"2137","M","B","T",86,42,15,25,47
"2138","M","B","T",98,60,7,11,55
"2139","M","B","T",80,30,12,47,41
"2140","M","B","T",9,50,7,18,22
"2141","M","B","T",48,36,42,68,42
"2142","M","B","T",20,47,94,21,53
"2143","M","B","T",86,42,15,26,47
"2144","M","B","T",25,56,83,14,54
"2145","M","B","T",71,45,76,23,64
"2146","M","B","T",17,40,9,72,22
"2147","M","B","T",18,47,86,79,51
"2148","M","B","T",45,30,14,51,30
"2149","M","B","T",63,74,18,3,51
"2150","M","B","T",93,41,63,73,66
"2151","M","B","T",14,30,11,49,19
"2152","M","B","T",17,67,97,7,60
"2153","M","B","T",93,72,2,4,55
"2154","M","B","T",19,30,69,55,39
"2155","M","B","T",85,30,16,52,44
"2156","M","B","T",14,35,61,66,37
"2157","M","B","T",41,78,88,1,68
"2158","M","B","T",22,31,74,42,42
"2159","M","B","T",26,53,6,16,28
"2160","M","B","T",29,32,27,39,29
"2161","M","B","T",78,36,97,67,70
"2162","M","B","T",9,33,10,37,18
"2163","M","B","T",47,74,60,3,60
"2164","M","B","T",89,78,92,1,85
"2165","M","B","T",83,31,83,57,66
"2166","M","B","T",77,47,33,21,52
"2167","M","B","T",13,33,1,63,16
"2168","M","B","T",44,37,98,31,59
"2169","M","B","T",11,74,31,3,38
"2170","M","B","T",60,34,39,65,45
"2171","M","B","T",11,35,24,34,23
"2172","M","B","T",6,41,75,27,41
"2173","M","B","T",82,30,21,50,44
"2174","M","B","T",29,40,96,28,55
"2175","M","B","T",58,34,86,36,59
"2176","M","B","T",37,36,87,33,53
"2177","M","B","T",8,76,43,2,42
"2178","M","B","T",37,34,95,36,55
"2179","M","B","T",17,60,5,11,27
"2180","M","B","T",77,30,15,50,41
"2181","M","B","T",80,42,89,25,70
"2182","M","B","T",9,38,86,70,45
"2183","M","B","T",41,46,90,22,59
"2184","M","B","T",24,50,76,18,50
"2185","M","B","T",50,36,71,68,52
"2186","M","B","T",83,31,66,42,60
"2187","M","B","T",85,46,89,22,73
"2188","M","B","T",4,46,37,78,29
"2189","M","B","T",9,44,94,76,49
"2190","M","B","T",98,48,75,20,73
"2191","M","B","T",3,30,95,48,43
"2192","M","B","T",18,32,14,60,22
"2193","M","B","T",94,38,16,70,50
"2194","M","B","T",82,40,33,72,52
"2195","M","B","T",79,47,14,21,46
"2196","M","B","T",37,36,44,32,39
"2197","M","B","T",66,59,18,12,47
"2198","M","B","T",65,74,25,3,54
"2199","M","B","T",21,48,14,80,28
"2200","M","B","T",6,36,44,68,29
"2201","M","B","T",23,30,24,50,26
"2202","M","B","T",43,31,2,42,26
"2203","M","B","T",16,57,54,13,42
"2204","M","B","T",71,34,15,36,40
"2205","M","B","T",8,57,5,13,23
"2206","M","B","T",77,69,53,6,66
"2207","M","B","T",21,35,9,34,22
"2208","M","B","T",52,32,59,61,48
"2209","M","B","T",28,52,57,17,45
"2210","M","B","T",45,34,47,65,42
"2211","M","B","T",84,30,44,53,53
"2212","M","B","T",67,67,44,7,59
"2213","M","B","T",44,37,51,31,44
"2214","M","B","T",96,33,8,38,46
